"AC","Description","Fortitude","HP","Initiative","Other Abilities","Other Health","Reflex","Senses","Speed","Will","id","name"
"35","Huge shadow magical beast XP 8,000 ","38","860","+14",", burrow 4 (tunneling); phasing Action Points 2Claw (standard; at-will) Reach 3; +23 vs. AC; 3d6 + 11 damage. M Grabbing Double Attack (standard; at-will) The shadow hulk makes two claw attacks. If both claw attacks hit the same target, the target is grabbed (until escape). A grabbed target takes ongoing 15 damage from the shadow hulk's mandibles until it escapes. The shadow hulk cannot make any other attacks while grabbing a creature. C Claw Frenzy (standard, usable only while bloodied; recharge  ) Close burst 3; +23 vs. AC; 3d6 + 11 damage. C Maddening Gaze (minor 1/round; at-will)  Gaze, Psychic Close blast 5; targets enemies; +21 vs. Will; the target does nothing on its turn except attack its nearest ally, moving if necessary (save ends). The target makes only basic attacks while under this effect. Alignment Unaligned Languages -- Str 32 (+19) Dex 18 (+12) Wis 16 (+11) Con 28 (+17) Int 5 (+5) Cha 13 (+9)","HP 860; Bloodied 430; see also claw frenzy ","31","Perception +16; darkvision, tremorsense 10 ","6","30","304",""
"23","Large fey magical beast XP 400 ","21","93","+7","; see also fey stepHooves (standard; at-will) +14 vs. AC; 2d6 + 3 damage. M Piercing Charge (standard; at-will) The unicorn makes a charge attack: +15 vs. AC; 4d6 + 3 damage, and the target is pushed 1 square and knocked prone. M Horn Touch (minor; encounter)  Healing An adjacent ally can spend a healing surge or make a saving throw against one effect that a save can end. R Fey Beguiling (standard; recharges when no creature is affected by the power)  Charm Ranged 5; +12 vs. Will; the target cannot attack the unicorn, and the target must make opportunity attacks with a +2 bonus against any creature within reach that attacks the unicorn (save ends). Fey Step (move; encounter)  Teleportation The unicorn can teleport 5 squares. Alignment Unaligned Languages Elven Skills Nature +10 Str 16 (+7) Dex 13 (+5) Wis 12 (+5) Con 13 (+5) Int 16 (+7) Cha 17 (+7)","HP 93; Bloodied 46 ","21","Perception +10; low-light vision Fey Warding aura 2; allies in the aura gain a +2 bonus to all defenses. ","8","21","305",""
"28","Large fey magical beast XP 1,400 ","28","236","+8","; see also fey step Action Points 1Hooves (standard; at-will) +15 vs. AC; 2d8 + 5 damage. M Piercing Charge (standard; at-will) The dusk unicorn makes a charge attack: +15 vs. AC; 4d8 + 5 damage, and the target is pushed 1 square and knocked prone. M Horn Touch (minor; encounter)  Healing An adjacent ally can spend a healing surge or make a saving throw against one effect that a save can end. A Fey Wisp (standard; at-will)  Charm Area burst 5 within 10; +18 vs. Will; dancing lights appear in the origin square, and the target is pulled 3 squares toward the origin square.","HP 236; Bloodied 118 ","26","Perception +12; low-light vision Fey Warding aura 2; allies in the aura gain a +2 bonus to all defenses. ","9","28","306",""
"20","Medium natural humanoid (undead) XP 50 ","17","1","+6",", climb 4 (spider climb)Claws (standard, at-will)  Necrotic +11 vs. AC; 5 necrotic damage (7 necrotic damage against a bloodied target). Destroyed by Sunlight A vampire spawn that begins its turn in direct sunlight can take only a single move action on its turn. If it ends the turn in direct sunlight, it burns to ash and is destroyed. Alignment Evil Languages Common Str 14 (+5) Dex 16 (+6) Wis 12 (+4) Con 14 (+5) Int 10 (+3) Cha 14 (+5)","HP 1; a missed attack never damages a minion. ","18","Perception +4; darkvision ","7","17","307",""
"25","Medium natural humanoid (undead) XP 125 ","22","1","+8",", climb 4 (spider climb)Claws (standard, at-will)  Necrotic +16 vs. AC; 6 necrotic damage (8 necrotic damage against a bloodied target). Destroyed by Sunlight A vampire spawn that begins its turn in direct sunlight can take only a single move action on its turn. If it ends the turn in direct sunlight, it burns to ash and is destroyed. Alignment Evil Languages Common Str 14 (+7) Dex 16 (+8) Wis 12 (+6) Con 14 (+7) Int 10 (+5) Cha 14 (+7)","HP 1; a missed attack never damages a minion. ","23","Perception +6; darkvision ","7","22","308",""
"19","Medium natural humanoid (plant) XP 200 ","17","67","+7"," (forest walk, swamp walk), swim 6Claw (standard; at-will) +8 vs. AC; 1d8 + 4 damage. C Vicious Vines (standard; encounter) Close burst 5; targets enemies; +10 vs. Reflex; the target is restrained and takes ongoing 10 damage (save ends both) as magical vines spring up out of the ground and crush it. Malleability The vine horror can compress its body enough to squeeze through a 1-inch-wide crack. Cracks and other openings that are more than 1 inch wide do not slow the vine horror at all. Alignment Evil Languages Common, Elven Skills Stealth +12 Str 18 (+6) Dex 21 (+7) Wis 14 (+4) Con 19 (+6) Int 9 (+1) Cha 10 (+2)","HP 67; Bloodied 33 ","18","Perception +9; blindsight 10 ","6","15","309",""
"19","Medium natural humanoid (plant) XP 300 ","18","65","+7"," (forest walk, swamp walk), swim 6Claw (standard; at-will) +10 vs. AC; 1d8 + 4 damage. r Shock Orb (standard; at-will)  Lightning Ranged 10; +12 vs. AC; 1d8 + 4 lightning damage. R Lashing Vine of Dread (standard; at-will)  Fear Ranged 5; +10 vs. Reflex; 1d6 + 4 damage, and the target is pushed 5 squares. A Caustic Cloud (standard; recharge    )  Acid Area burst 1 within 10; +10 vs. Fortitude; 1d6 + 3 acid damage, and the target takes ongoing 5 acid damage and is blinded (save ends both). Malleability The vine horror can compress its body enough to squeeze through a 1-inch-wide crack. Cracks and other openings that are more than 1 inch wide do not slow the vine horror at all. Alignment Evil Languages Common, Elven Skills Stealth +12 Str 18 (+7) Dex 18 (+7) Wis 14 (+5) Con 17 (+6) Int 11 (+3) Cha 10 (+3)","HP 65; Bloodied 32 ","17","Perception +10; blindsight 10 ","6","15","310",""
"20","Medium natural humanoid (living construct) XP 175 ","17","56","+6","Longsword (standard; at-will)  Weapon +9 vs. AC; 1d8 + 4 damage, and the target is marked until the end of the warforged soldier's next turn; see also battlefield tactics. Battlefield Tactics The warforged soldier gains a +1 bonus to melee attacks if it has an ally adjacent to the target. Warforged Resolve (minor, only usable while bloodied; encounter) The warforged soldier gains 14 temporary hit points. Alignment Any Languages Common Skills Endurance +8, Intimidate +7 Str 18 (+6) Dex 14 (+4) Wis 12 (+3) Con 16 (+5) Int 10 (+2) Cha 10 (+2) Equipment plate armor, heavy shield, longsword","HP 56; Bloodied 28; see also warforged resolve ","15","Perception +3 ","5","14","311",""
"22","Medium natural humanoid (living construct) XP 250 ","20","72","+7","Glaive (standard; at-will)  Weapon Reach 2; +11 vs. AC; 2d4 + 5 damage, and the target is marked until the end of the warforged captain's next turn; see also battlefield tactics. M Tactical Switch (standard; recharge    )  Weapon The warforged captain makes a melee basic attack. On a hit, the target slides 1 square, and the warforged captain or an ally within 10 squares of the warforged captain shifts 1 square. Battlefield Tactics The warforged captain gains a +1 bonus to melee attacks if it has an ally adjacent to the target. Warforged Resolve (minor, only usable while bloodied; encounter) The warforged captain gains 18 temporary hit points. Alignment Any Languages Common Skills Endurance +11, Intimidate +11 Str 20 (+8) Dex 14 (+5) Wis 12 (+4) Con 16 (+6) Int 10 (+3) Cha 16 (+6) Equipment plate armor, glaive","HP 72; Bloodied 36; see also warforged resolve ","17","Perception +4 Aura of Command aura 10; allies in the aura gain a +1 power bonus to attack rolls. ","5","18","312",""
"18","Medium natural humanoid (undead) XP 175 ","15","54","+4","Claw (standard; at-will)  Necrotic +9 vs. AC; 1d6 necrotic damage, and the target loses 1 healing surge. R Grave Bolt (standard; at-will)  Necrotic Ranged 20; +6 vs. Reflex; 1d6 + 4 necrotic damage, and the target is immobilized (save ends). R Reanimate (minor; encounter)  Healing , Necrotic Ranged 10; affects a destroyed undead creature of a level no higher than the deathlock wight's level + 2; the target stands as a free action with a number of hit points equal to one-half its bloodied value. This power does not affect minions. C Horrific Visage (standard; recharge    )  Fear Close blast 5; +7 vs. Will; 1d6 damage, and the target is pushed 3 squares. Alignment Evil Languages Common Skills Arcana +10, Religion +10 Str 10 (+2) Dex 14 (+4) Wis 9 (+1) Con 14 (+4) Int 16 (+5) Cha 18 (+6)","HP 54; Bloodied 27 ","16","Perception +1; darkvision ","6","17","313",""
"25","Medium natural humanoid (undead) XP 400 ","22","98","+7","Souldraining Longsword (standard; at-will)  Necrotic, Weapon +15 vs. AC; 1d8 + 5 damage, and the target loses 1 healing surge and is immobilized (save ends). R Soul Reaping (standard; recharge   )  Healing , Necrotic Ranged 5; affects an immobilized target only; +12 vs. Fortitude; 2d8 + 5 necrotic damage, and the battle wight regains 10 hit points. Alignment Evil Languages Common Skills Intimidate +14 Str 20 (+9) Dex 13 (+5) Wis 9 (+3) Con 18 (+8) Int 12 (+5) Cha 20 (+9) Equipment plate armor, heavy shield, longsword","HP 98; Bloodied 49 ","18","Perception +3; darkvision ","5","22","314",""
"19","Medium natural humanoid (undead) XP 200 ","18","62","+7","Claw (standard; at-will)  Necrotic +10 vs. AC; 1d6 + 4 necrotic damage, the target loses 1 healing surge, and the wight shifts 3 squares. Alignment Evil Languages Common Skills Stealth +10 Str 18 (+6) Dex 16 (+5) Wis 6 (+0) Con 14 (+4) Int 10 (+2) Cha 15 (+4)","HP 62; Bloodied 31 ","17","Perception +0; darkvision ","7","16","315",""
"28","Medium natural humanoid (undead) XP 700 ","26","106","+12","Souldraining Longsword (standard; at-will)  Necrotic, Weapon +18 vs. AC; 1d8 + 7 damage, and the target is immobilized and weakened (save ends both) and loses 1 healing surge. R Soul Harvest (standard; recharge    )  Healing , Necrotic Ranged 5; affects an immobilized target only; +15 vs. Fortitude; 2d8 + 7 necrotic damage, and the battle wight commander and all undead allies within 2 squares of it regain 10 hit points. Alignment Evil Languages Common Skills Intimidate +18 Str 24 (+13) Dex 19 (+10) Wis 14 (+7) Con 22 (+12) Int 15 (+7) Cha 24 (+13) Equipment plate armor, heavy shield, longsword","HP 106; Bloodied 53 ","23","Perception +12; darkvision ","5","26","316",""
"30","Medium natural humanoid (undead) XP 2,000 ","30","182","+14","Claw (standard; at-will)  Healing , Necrotic +21 vs. AC; 3d6 + 8 necrotic damage, the target loses 1 healing surge and is weakened (save ends), and the slaughter wight regains 15 hit points. C Death Wail (when reduced to 0 hit points)  Necrotic Close burst 5; targets enemies; +21 vs. Fortitude; 2d6 + 4 necrotic damage. Undead allies in the burst can make a basic attack as a free action. Alignment Chaotic evil Languages Common Str 26 (+17) Dex 20 (+14) Wis 9 (+8) Con 22 (+15) Int 12 (+10) Cha 18 (+13)","HP 182; Bloodied 91; see also death wail ","27","Perception +13; darkvision ","7","26","317",""
"30","Medium shadow humanoid (undead) XP 1,600 ","29","90","+19","","HP 90; Bloodied 45; see also death strike ","30","Perception +14; darkvision Regeneration 10 (if the sword wraith takes radiant damage, regeneration is negated until the end of the sword wraith's next turn) ",,"32","318",""
"37","Large shadow humanoid (undead) XP 7,000 ","33","124","+25","","HP 124; Bloodied 62; see also death strike Regeneration 20 (if the dread wraith takes radiant damage, regeneration is negated until the end of the wraith's next turn) ","37","Perception +18; darkvision Shroud of Night aura 5; bright light in the aura is reduced to dim light, and dim light becomes darkness. ",,"37","319",""
"24","Large natural beast (mount, reptile) XP 500 ","24","106","+10",", fly 8 (hover); see also flyby attackBite (standard; at-will) Reach 2; +15 vs. AC; 1d8 + 7 damage. m Claws (standard; at-will) The wyvern can attack with its claws only while flying; +15 vs. AC; 1d6 + 7 damage, and the target is knocked prone. M Sting (standard; at-will)  Poison Reach 2; +15 vs. AC; 1d6 + 4 damage, and the wyvern makes a secondary attack against the same target. Secondary Attack: +13 vs. Fortitude; ongoing 10 poison damage (save ends). M Flyby Attack (standard; at-will) The wyvern flies up to 8 squares and makes one melee basic attack at any point during that movement. The wyvern doesn't provoke opportunity attacks when moving away from the target of the attack. Aerial Agility +2 (while mounted by a rider of 10th level or higher; at-will)  Mount While flying, the wyvern grants its rider a +2 bonus to all defenses. Alignment Unaligned Languages -- Str 24 (+12) Dex 17 (+8) Wis 15 (+7) Con 18 (+9) Int 2 (+1) Cha 8 (+4)","HP 106; Bloodied 53 ","20","Perception +12; low-light vision ","4","19","320",""
"38","Large shadow beast (reptile) XP 6,050 ","42","228","+19",", fly 12 (hover); see also flyby attackBite (standard; at-will) Reach 2; +29 vs. AC; 2d8 + 10 damage. m Claws (standard; at-will) The fell wyvern can attack with its claws only while flying; +29 vs. AC; 2d6 + 10 damage, and the target is knocked prone. M Necrovenom Sting (standard; at-will)  Necrotic , Poison Reach 2; +29 vs. AC; 2d6 + 9 damage, and the fell wyvern makes a secondary attack against the same target. Secondary Attack: +27 vs. Fortitude; ongoing 20 necrotic and poison damage (save ends). M Flyby Attack (standard; at-will) The fell wyvern flies up to 12 squares and makes one melee basic attack at any point during that movement. The fell wyvern doesn't provoke opportunity attacks when moving away from the target of the attack. C Pestilent Breath (standard; recharge   )  Necrotic Close blast 5; +27 vs. Fortitude; 2d10 + 9 necrotic damage, and ongoing 10 necrotic damage (save ends). Alignment Unaligned Languages -- Str 30 (+22) Dex 20 (+17) Wis 15 (+14) Con 28 (+21) Int 2 (+8) Cha 6 (+10)","HP 228; Bloodied 114 ","34","Perception +19; darkvision ","6","31","321",""
"27","Medium natural humanoid (reptile) XP 800 ","23","98","+12","Scimitar (standard; at-will)  Weapon +16 vs. AC; 1d8 + 4 damage (crit 2d8 + 12). r Longbow (standard; at-will)  Poison , Weapon Ranged 20/40; +18 vs. AC; 1d10 + 6 damage, and the yuan-ti malison sharp-eye makes a secondary attack against the same target. Secondary Attack: +16 vs. Fortitude; ongoing 5 poison damage, and the target is dazed (save ends both). Chameleon Defense The yuan-ti malison sharp-eye has concealment against attacks that originate more than 3 squares away. Alignment Evil Languages Common, Draconic Skills Bluff +15, History +12, Insight +13, Stealth +17 Str 18 (+10) Dex 23 (+12) Wis 14 (+8) Con 14 (+8) Int 12 (+7) Cha 18 (+10) Equipment scimitar, longbow, quiver of 30 arrows","HP 98; Bloodied 49 ","25","Perception +13 ","7","23","322",""
